Electrophile_SMILES,Nucleophile_SMILES,Ligand_SMILES,Base_SMILES,Solvent_SMILES,yield
0,1,2,0,0,62.77
0,1,10,0,0,24.77
0,1,4,0,0,15.31
0,1,3,1,0,96.75
0,1,8,1,0,89.53
0,1,0,1,0,83.51
0,1,9,1,0,73.54
0,1,5,1,0,50.25
0,1,6,1,0,94.07
0,1,7,1,0,87.02
0,1,1,1,0,49.5
0,1,2,1,0,78.0
0,1,10,1,0,13.89
0,1,4,1,0,30.63
0,1,3,6,3,76.5
0,1,8,6,3,73.78
0,1,0,6,3,79.7
0,1,9,6,3,64.78
0,1,5,6,3,24.56
0,1,6,6,3,65.95
0,1,7,6,3,66.0
0,1,1,6,3,47.04
0,1,2,6,3,34.74
0,1,10,6,3,14.08
0,1,4,6,3,6.5
0,1,3,3,3,46.47
0,1,8,3,3,69.04
0,1,0,3,3,48.07
0,1,9,3,3,51.21
0,1,5,3,3,14.81
0,1,6,3,3,49.06
0,1,7,3,3,26.04
0,1,1,3,3,21.19
0,1,2,3,3,22.13
0,1,10,3,3,13.71
0,1,4,3,3,3.26
0,1,3,4,3,36.03
0,1,8,4,3,73.12
0,1,0,4,3,46.27
0,1,9,4,3,36.75
0,1,5,4,3,24.77
0,1,6,4,3,71.45
0,1,7,4,3,46.34
0,1,1,4,3,22.25
0,1,2,4,3,21.87
0,1,10,4,3,12.0
0,1,4,4,3,3.95
0,1,3,2,3,48.73
0,1,8,2,3,61.38
0,1,0,2,3,54.47
0,1,9,2,3,20.64
0,1,5,2,3,11.81
0,1,6,2,3,54.23
0,1,7,2,3,29.16
0,1,1,2,3,22.12
0,1,2,2,3,15.46
0,1,10,2,3,14.19
0,1,4,2,3,3.02
0,1,3,5,3,48.06
0,1,8,5,3,64.78
0,1,0,5,3,66.62
0,1,9,5,3,67.83
0,1,5,5,3,30.73
0,1,6,5,3,64.75
0,1,7,5,3,63.96
0,1,1,5,3,45.04
0,1,2,5,3,43.51
0,1,10,5,3,13.43
0,1,4,5,3,14.23
0,1,3,0,3,78.71
0,1,8,0,3,75.39
0,1,0,0,3,69.89
0,1,9,0,3,64.27
0,1,5,0,3,26.26
0,1,6,0,3,82.62
0,1,7,0,3,33.94
0,1,1,0,3,82.62
0,1,2,0,3,15.32
0,1,10,0,3,13.9
0,1,4,0,3,7.16
0,1,3,1,3,80.76
0,1,8,1,3,64.9
0,1,0,1,3,75.18
0,1,9,1,3,49.02
0,1,5,1,3,6.62
0,1,6,1,3,72.32
0,1,7,1,3,42.8
0,1,1,1,3,26.88
0,1,2,1,3,12.06
0,1,10,1,3,7.25
0,1,4,1,3,9.19
0,1,3,6,1,59.59
0,1,8,6,1,79.1
0,1,0,6,1,68.54
0,1,9,6,1,61.92
0,1,5,6,1,64.08
0,1,6,6,1,64.25
0,1,7,6,1,54.09
0,1,1,6,1,25.5
0,1,2,6,1,52.82
0,1,10,6,1,9.05
0,1,4,6,1,3.78
0,1,3,3,1,31.58
0,1,8,3,1,68.46
0,1,0,3,1,56.14
0,1,9,3,1,47.07
0,1,5,3,1,64.57
0,1,6,3,1,58.33
0,1,7,3,1,35.81
0,1,1,3,1,17.87
0,1,2,3,1,29.62
0,1,10,3,1,10.28
0,1,4,3,1,2.25
0,1,3,4,1,43.27
0,1,8,4,1,46.68
0,1,0,4,1,51.25
0,1,9,4,1,24.51
0,1,5,4,1,48.51
0,1,6,4,1,42.43
0,1,7,4,1,17.87
0,1,1,4,1,0.0
0,1,2,4,1,16.19
0,1,10,4,1,12.44
0,1,4,4,1,1.48
0,1,3,2,1,42.55
0,1,8,2,1,66.78
0,1,0,2,1,63.17
0,1,9,2,1,57.3
0,1,5,2,1,60.9
0,1,6,2,1,65.29
0,1,7,2,1,50.12
0,1,1,2,1,27.79
0,1,2,2,1,43.98
0,1,10,2,1,9.77
0,1,4,2,1,1.79
0,1,3,5,1,39.63
0,1,8,5,1,71.17
0,1,0,5,1,62.59
0,1,9,5,1,59.71
0,1,5,5,1,67.68
0,1,6,5,1,69.05
0,1,7,5,1,60.62
0,1,1,5,1,27.74
0,1,2,5,1,53.64
0,1,10,5,1,11.95
0,1,4,5,1,0.53
0,1,3,0,1,44.8
0,1,8,0,1,77.92
0,1,0,0,1,63.77
0,1,9,0,1,69.81
0,1,5,0,1,71.59
0,1,6,0,1,58.86
0,1,7,0,1,51.57
0,1,1,0,1,25.89
0,1,2,0,1,58.45
0,1,10,0,1,9.51
0,1,4,0,1,1.32
0,1,3,1,1,29.1
0,1,8,1,1,53.9
0,1,0,1,1,52.82
0,1,9,1,1,23.64
0,1,5,1,1,56.7
0,1,6,1,1,58.18
0,1,7,1,1,24.98
0,1,1,1,1,14.41
0,1,2,1,1,17.11
0,1,10,1,1,10.52
0,1,4,1,1,3.82
1,1,3,6,2,1.2
1,1,8,6,2,18.94
1,1,0,6,2,4.02
1,1,9,6,2,16.47
1,1,5,6,2,2.62
1,1,6,6,2,15.97
1,1,7,6,2,41.9
1,1,1,6,2,18.02
1,1,2,6,2,56.66
1,1,10,6,2,19.41
1,1,4,6,2,1.25
1,1,3,3,2,10.73
1,1,8,3,2,14.74
1,1,0,3,2,11.22
1,1,9,3,2,12.8
1,1,5,3,2,6.61
1,1,6,3,2,12.93
1,1,7,3,2,76.92
1,1,1,3,2,14.44
1,1,2,3,2,76.61
1,1,10,3,2,22.13
1,1,4,3,2,5.82
1,1,3,4,2,9.98
1,1,8,4,2,13.89
1,1,0,4,2,7.66
1,1,9,4,2,13.92
1,1,5,4,2,7.8
1,1,6,4,2,15.16
1,1,7,4,2,72.09
1,1,1,4,2,16.64
1,1,2,4,2,77.78
1,1,10,4,2,22.92
1,1,4,4,2,0.94
1,1,3,2,2,8.73
1,1,8,2,2,14.02
1,1,0,2,2,9.68
1,1,9,2,2,12.55
1,1,5,2,2,5.79
1,1,6,2,2,15.47
1,1,7,2,2,69.42
1,1,1,2,2,15.49
1,1,2,2,2,68.05
1,1,10,2,2,21.2
1,1,4,2,2,0.96
1,1,3,5,2,10.48
1,1,8,5,2,13.89
1,1,0,5,2,8.09
1,1,9,5,2,12.11
1,1,5,5,2,6.6
1,1,6,5,2,12.64
1,1,7,5,2,74.54
1,1,1,5,2,15.95
1,1,2,5,2,81.17
1,1,10,5,2,20.79
1,1,4,5,2,0.52
1,1,3,0,2,12.39
1,1,8,0,2,14.63
1,1,0,0,2,8.7
1,1,9,0,2,12.0
1,1,5,0,2,7.08
1,1,6,0,2,14.51
1,1,7,0,2,75.5
1,1,1,0,2,14.89
1,1,2,0,2,76.56
1,1,10,0,2,21.27
1,1,4,0,2,5.71
1,1,3,1,2,9.28
1,1,8,1,2,14.61
1,1,0,1,2,10.13
1,1,9,1,2,11.6
1,1,5,1,2,5.93
1,1,6,1,2,14.44
1,1,7,1,2,72.12
1,1,1,1,2,14.31
1,1,2,1,2,67.73
1,1,10,1,2,23.71
1,1,4,1,2,5.54
1,1,3,6,0,22.09
1,1,8,6,0,16.79
1,1,0,6,0,16.94
1,1,9,6,0,31.86
1,1,5,6,0,10.92
1,1,6,6,0,49.91
1,1,7,6,0,78.41
1,1,1,6,0,19.14
1,1,2,6,0,92.16
1,1,10,6,0,28.11
1,1,4,6,0,4.69
1,1,3,3,0,51.13
1,1,8,3,0,15.63
1,1,0,3,0,30.89
1,1,9,3,0,48.75
1,1,5,3,0,7.82
1,1,6,3,0,67.8
1,1,7,3,0,50.66
1,1,1,3,0,18.16
1,1,2,3,0,56.5
1,1,10,3,0,26.1
1,1,4,3,0,3.88
1,1,3,4,0,21.19
1,1,8,4,0,15.55
1,1,0,4,0,25.81
1,1,9,4,0,43.78
1,1,5,4,0,5.56
1,1,6,4,0,48.33
1,1,7,4,0,46.59
1,1,1,4,0,19.3
1,1,2,4,0,57.55
1,1,10,4,0,26.21
1,1,4,4,0,3.28
1,1,3,2,0,30.6
1,1,8,2,0,16.41
1,1,0,2,0,23.82
1,1,9,2,0,37.16
1,1,5,2,0,6.45
1,1,6,2,0,46.65
1,1,7,2,0,53.72
1,1,1,2,0,18.31
1,1,2,2,0,68.31
1,1,10,2,0,25.51
1,1,4,2,0,3.54
1,1,3,5,0,44.63
1,1,8,5,0,17.78
1,1,0,5,0,25.22
1,1,9,5,0,46.21
1,1,5,5,0,7.62
1,1,6,5,0,33.61
1,1,7,5,0,70.67
1,1,1,5,0,22.18
1,1,2,5,0,79.94
1,1,10,5,0,28.72
1,1,4,5,0,4.56
1,1,3,0,0,52.95
1,1,8,0,0,18.29
1,1,0,0,0,15.12
1,1,9,0,0,18.51
1,1,5,0,0,9.07
1,1,6,0,0,30.62
1,1,7,0,0,77.13
1,1,1,0,0,18.22
1,1,2,0,0,92.53
1,1,10,0,0,31.85
1,1,4,0,0,3.51
1,1,3,1,0,58.57
1,1,8,1,0,18.11
1,1,0,1,0,11.47
1,1,9,1,0,15.75
1,1,5,1,0,7.3
1,1,6,1,0,33.7
1,1,7,1,0,76.22
1,1,1,1,0,17.93
1,1,2,1,0,91.76
1,1,10,1,0,24.98
1,1,4,1,0,5.14
1,1,3,6,3,25.34
1,1,8,6,3,13.32
1,1,0,6,3,11.93
1,1,9,6,3,13.92
1,1,5,6,3,7.68
1,1,6,6,3,12.29
1,1,7,6,3,72.38
1,1,1,6,3,18.45
1,1,2,6,3,86.53
1,1,10,6,3,17.0
1,1,4,6,3,5.26
1,1,3,3,3,11.13
1,1,8,3,3,17.02
1,1,0,3,3,8.53
1,1,9,3,3,32.5
1,1,5,3,3,6.25
1,1,6,3,3,21.79
1,1,7,3,3,46.5
1,1,1,3,3,15.45
1,1,2,3,3,52.93
1,1,10,3,3,24.46
1,1,4,3,3,0.58
1,1,3,4,3,4.3
1,1,8,4,3,16.32
1,1,0,4,3,9.25
1,1,9,4,3,31.18
1,1,5,4,3,5.96
1,1,6,4,3,21.02
1,1,7,4,3,56.86
1,1,1,4,3,16.63
1,1,2,4,3,47.98
1,1,10,4,3,24.08
1,1,4,4,3,0.56
1,1,3,2,3,12.78
1,1,8,2,3,15.29
1,1,0,2,3,9.32
1,1,9,2,3,26.25
1,1,5,2,3,7.24
1,1,6,2,3,20.58
1,1,7,2,3,40.43
1,1,1,2,3,15.78
1,1,2,2,3,40.46
1,1,10,2,3,24.71
1,1,4,2,3,0.6
1,1,3,5,3,0.0
1,1,8,5,3,16.19
1,1,0,5,3,10.77
1,1,9,5,3,14.09
1,1,5,5,3,7.58
1,1,6,5,3,18.47
1,1,7,5,3,13.53
1,1,1,5,3,18.05
1,1,2,5,3,10.45
1,1,10,5,3,21.85
1,1,4,5,3,7.37
1,1,3,0,3,9.54
1,1,8,0,3,14.96
1,1,0,0,3,10.98
1,1,9,0,3,13.1
1,1,5,0,3,8.04
1,1,6,0,3,17.26
1,1,7,0,3,12.4
1,1,1,0,3,17.26
1,1,2,0,3,11.13
1,1,10,0,3,21.36
1,1,4,0,3,6.48
1,1,3,1,3,5.84
1,1,8,1,3,15.7
1,1,0,1,3,9.8
1,1,9,1,3,13.13
1,1,5,1,3,8.19
1,1,6,1,3,16.12
1,1,7,1,3,10.75
1,1,1,1,3,17.39
1,1,2,1,3,9.9
1,1,10,1,3,22.81
1,1,4,1,3,7.88
1,1,3,6,1,20.19
1,1,8,6,1,12.85
1,1,0,6,1,8.82
1,1,9,6,1,21.07
1,1,5,6,1,7.45
1,1,6,6,1,42.98
1,1,7,6,1,63.06
1,1,1,6,1,13.94
1,1,2,6,1,58.97
1,1,10,6,1,15.37
1,1,4,6,1,1.14
1,1,3,3,1,21.2
1,1,8,3,1,11.91
1,1,0,3,1,12.2
1,1,9,3,1,30.49
1,1,5,3,1,7.67
1,1,6,3,1,16.27
1,1,7,3,1,35.94
1,1,1,3,1,13.16
1,1,2,3,1,34.16
1,1,10,3,1,15.43
1,1,4,3,1,5.38
1,1,3,4,1,23.39
1,1,8,4,1,11.68
1,1,0,4,1,9.8
1,1,9,4,1,18.07
1,1,5,4,1,8.15
1,1,6,4,1,21.77
1,1,7,4,1,14.38
1,1,1,4,1,16.91
1,1,2,4,1,16.18
1,1,10,4,1,12.69
1,1,4,4,1,3.86
1,1,3,2,1,15.69
1,1,8,2,1,12.04
1,1,0,2,1,10.09
1,1,9,2,1,19.35
1,1,5,2,1,5.87
1,1,6,2,1,15.42
1,1,7,2,1,60.45
1,1,1,2,1,14.44
1,1,2,2,1,51.75
1,1,10,2,1,16.13
1,1,4,2,1,7.56
1,1,3,5,1,15.32
1,1,8,5,1,11.81
1,1,0,5,1,11.2
1,1,9,5,1,21.42
1,1,5,5,1,6.28
1,1,6,5,1,13.29
1,1,7,5,1,60.4
1,1,1,5,1,14.57
1,1,2,5,1,60.85
1,1,10,5,1,17.18
1,1,4,5,1,6.86
1,1,3,0,1,17.43
1,1,8,0,1,9.21
1,1,0,0,1,12.79
1,1,9,0,1,23.45
1,1,5,0,1,8.07
1,1,6,0,1,21.18
1,1,7,0,1,60.02
1,1,1,0,1,16.56
1,1,2,0,1,65.54
1,1,10,0,1,17.74
1,1,4,0,1,8.53
1,1,3,1,1,15.05
1,1,8,1,1,11.91
1,1,0,1,1,10.87
1,1,9,1,1,22.2
1,1,5,1,1,6.7
1,1,6,1,1,23.44
1,1,7,1,1,18.87
1,1,1,1,1,13.14
1,1,2,1,1,16.23
1,1,10,1,1,14.73
1,1,4,1,1,5.75
3,2,3,6,2,17.9
3,2,8,6,2,16.76
3,2,0,6,2,15.53
3,2,9,6,2,15.45
3,2,5,6,2,16.58
3,2,6,6,2,17.09
3,2,7,6,2,15.62
3,2,1,6,2,18.56
3,2,2,6,2,16.83
3,2,10,6,2,19.36
3,2,4,6,2,15.82
3,2,3,5,2,13.59
3,2,8,5,2,13.24
3,2,0,5,2,12.03
3,2,9,5,2,12.97
3,2,5,5,2,12.55
3,2,6,5,2,14.22
3,2,7,5,2,8.83
3,2,1,5,2,11.38
3,2,2,5,2,10.59
3,2,10,5,2,16.69
3,2,4,5,2,10.42
3,2,3,0,2,9.7
3,2,8,0,2,16.66
3,2,0,0,2,13.76
3,2,9,0,2,9.29
3,2,5,0,2,10.11
3,2,6,0,2,10.18
3,2,7,0,2,9.43
3,2,1,0,2,14.21
3,2,2,0,2,12.72
3,2,10,0,2,14.01
3,2,4,0,2,11.28
3,2,3,3,2,11.55
3,2,8,3,2,15.61
3,2,0,3,2,13.45
3,2,9,3,2,11.63
3,2,5,3,2,11.83
3,2,6,3,2,15.68
3,2,7,3,2,10.54
3,2,1,3,2,14.13
3,2,2,3,2,12.75
3,2,10,3,2,15.54
3,2,4,3,2,12.25
3,2,3,1,2,12.96
3,2,8,1,2,16.54
3,2,0,1,2,12.97
3,2,9,1,2,10.41
3,2,5,1,2,13.93
3,2,6,1,2,12.92
3,2,7,1,2,9.89
3,2,1,1,2,11.94
3,2,2,1,2,12.12
3,2,10,1,2,18.5
3,2,4,1,2,13.21
3,2,3,4,2,10.08
3,2,8,4,2,15.56
3,2,0,4,2,13.25
3,2,9,4,2,10.22
3,2,5,4,2,13.25
3,2,6,4,2,14.27
3,2,7,4,2,11.93
3,2,1,4,2,13.02
3,2,2,4,2,12.19
3,2,10,4,2,16.03
3,2,4,4,2,12.88
3,2,3,2,2,11.12
3,2,8,2,2,15.95
3,2,0,2,2,13.51
3,2,9,2,2,11.89
3,2,5,2,2,13.55
3,2,6,2,2,13.55
3,2,7,2,2,12.05
3,2,1,2,2,12.45
3,2,2,2,2,13.52
3,2,10,2,2,17.66
3,2,4,2,2,11.14
3,2,3,6,0,21.09
3,2,8,6,0,70.55
3,2,0,6,0,20.06
3,2,9,6,0,40.01
3,2,5,6,0,20.03
3,2,6,6,0,23.24
3,2,7,6,0,22.4
3,2,1,6,0,32.84
3,2,2,6,0,30.09
3,2,10,6,0,29.4
3,2,4,6,0,17.24
3,2,3,5,0,14.49
3,2,8,5,0,71.09
3,2,0,5,0,12.55
3,2,9,5,0,41.57
3,2,5,5,0,17.54
3,2,6,5,0,17.46
3,2,7,5,0,16.6
3,2,1,5,0,26.29
3,2,2,5,0,18.41
3,2,10,5,0,25.92
3,2,4,5,0,12.73
3,2,3,0,0,13.03
3,2,8,0,0,60.47
3,2,0,0,0,12.2
3,2,9,0,0,23.17
3,2,5,0,0,14.55
3,2,6,0,0,13.75
3,2,7,0,0,13.96
3,2,1,0,0,24.36
3,2,2,0,0,15.29
3,2,10,0,0,16.45
3,2,4,0,0,12.23
3,2,3,3,0,16.45
3,2,8,3,0,53.54
3,2,0,3,0,15.59
3,2,9,3,0,44.32
3,2,5,3,0,15.21
3,2,6,3,0,24.96
3,2,7,3,0,15.41
3,2,1,3,0,26.8
3,2,2,3,0,19.47
3,2,10,3,0,75.7
3,2,4,3,0,13.92
3,2,3,1,0,16.0
3,2,8,1,0,44.25
3,2,0,1,0,19.09
3,2,9,1,0,61.14
3,2,5,1,0,16.17
3,2,6,1,0,23.74
3,2,7,1,0,23.28
3,2,1,1,0,32.72
3,2,2,1,0,21.02
3,2,10,1,0,62.86
3,2,4,1,0,14.94
3,2,3,4,0,17.39
3,2,8,4,0,43.13
3,2,0,4,0,19.07
3,2,9,4,0,84.64
3,2,5,4,0,18.36
3,2,6,4,0,29.12
3,2,7,4,0,18.27
3,2,1,4,0,35.74
3,2,2,4,0,35.39
3,2,10,4,0,62.71
3,2,4,4,0,13.45
3,2,3,2,0,20.98
3,2,8,2,0,42.26
3,2,0,2,0,18.06
3,2,9,2,0,71.96
3,2,5,2,0,16.85
3,2,6,2,0,30.48
3,2,7,2,0,24.7
3,2,1,2,0,32.03
3,2,2,2,0,32.07
3,2,10,2,0,74.65
3,2,4,2,0,13.27
3,2,3,6,3,18.78
3,2,8,6,3,19.48
3,2,0,6,3,17.79
3,2,9,6,3,19.5
3,2,5,6,3,17.96
3,2,6,6,3,18.41
3,2,7,6,3,17.82
3,2,1,6,3,23.73
3,2,2,6,3,20.84
3,2,10,6,3,19.94
3,2,4,6,3,17.26
3,2,3,5,3,18.27
3,2,8,5,3,11.77
3,2,0,5,3,11.43
3,2,9,5,3,14.02
3,2,5,5,3,11.74
3,2,6,5,3,12.2
3,2,7,5,3,11.94
3,2,1,5,3,13.78
3,2,2,5,3,23.37
3,2,10,5,3,17.0
3,2,4,5,3,12.8
3,2,3,0,3,12.38
3,2,8,0,3,13.1
3,2,0,0,3,10.49
3,2,9,0,3,11.45
3,2,5,0,3,11.47
3,2,6,0,3,15.88
3,2,7,0,3,11.18
3,2,1,0,3,25.71
3,2,2,0,3,11.72
3,2,10,0,3,16.75
3,2,4,0,3,12.91
3,2,3,3,3,11.78
3,2,8,3,3,14.49
3,2,0,3,3,11.21
3,2,9,3,3,20.77
3,2,5,3,3,12.2
3,2,6,3,3,13.04
3,2,7,3,3,11.9
3,2,1,3,3,15.23
3,2,2,3,3,14.73
3,2,10,3,3,18.02
3,2,4,3,3,13.23
3,2,3,1,3,28.73
3,2,8,1,3,31.17
3,2,0,1,3,11.48
3,2,9,1,3,29.54
3,2,5,1,3,13.88
3,2,6,1,3,30.18
3,2,7,1,3,12.93
3,2,1,1,3,16.48
3,2,2,1,3,16.19
3,2,10,1,3,20.16
3,2,4,1,3,13.42
3,2,3,4,3,11.67
3,2,8,4,3,32.48
3,2,0,4,3,10.88
3,2,9,4,3,13.65
3,2,5,4,3,12.8
3,2,6,4,3,14.05
3,2,7,4,3,12.53
3,2,1,4,3,34.92
3,2,2,4,3,33.09
3,2,10,4,3,17.28
3,2,4,4,3,12.86
3,2,3,2,3,11.86
3,2,8,2,3,13.7
3,2,0,2,3,11.93
3,2,9,2,3,11.79
3,2,5,2,3,25.41
3,2,6,2,3,33.14
3,2,7,2,3,12.96
3,2,1,2,3,16.49
3,2,2,2,3,35.78
3,2,10,2,3,43.66
3,2,4,2,3,13.52
3,2,3,6,1,23.77
3,2,8,6,1,72.56
3,2,0,6,1,39.11
3,2,9,6,1,61.53
3,2,5,6,1,35.64
3,2,6,6,1,35.27
3,2,7,6,1,47.03
3,2,1,6,1,39.17
3,2,2,6,1,51.17
3,2,10,6,1,60.68
3,2,4,6,1,18.96
3,2,3,5,1,20.76
3,2,8,5,1,73.52
3,2,0,5,1,30.22
3,2,9,5,1,49.15
3,2,5,5,1,37.72
3,2,6,5,1,36.05
3,2,7,5,1,45.38
3,2,1,5,1,34.61
3,2,2,5,1,47.38
3,2,10,5,1,61.34
3,2,4,5,1,20.34
3,2,3,0,1,20.85
3,2,8,0,1,74.41
3,2,0,0,1,25.49
3,2,9,0,1,47.92
3,2,5,0,1,31.78
3,2,6,0,1,29.21
3,2,7,0,1,50.69
3,2,1,0,1,32.73
3,2,2,0,1,43.22
3,2,10,0,1,59.06
3,2,4,0,1,21.75
3,2,3,3,1,21.32
3,2,8,3,1,83.66
3,2,0,3,1,36.82
3,2,9,3,1,63.05
3,2,5,3,1,37.05
3,2,6,3,1,40.78
3,2,7,3,1,53.28
3,2,1,3,1,15.86
3,2,2,3,1,46.27
3,2,10,3,1,50.42
3,2,4,3,1,21.57
3,2,3,1,1,18.29
3,2,8,1,1,71.31
3,2,0,1,1,31.01
3,2,9,1,1,69.26
3,2,5,1,1,37.59
3,2,6,1,1,37.91
3,2,7,1,1,23.2
3,2,1,1,1,16.21
3,2,2,1,1,30.62
3,2,10,1,1,35.99
3,2,4,1,1,13.43
3,2,3,4,1,23.65
3,2,8,4,1,62.95
3,2,0,4,1,45.32
3,2,9,4,1,83.06
3,2,5,4,1,38.42
3,2,6,4,1,43.3
3,2,7,4,1,27.79
3,2,1,4,1,18.12
3,2,2,4,1,48.35
3,2,10,4,1,37.25
3,2,4,4,1,15.09
3,2,3,2,1,20.59
3,2,8,2,1,84.54
3,2,0,2,1,31.28
3,2,9,2,1,64.63
3,2,5,2,1,44.63
3,2,6,2,1,31.51
3,2,7,2,1,52.78
3,2,1,2,1,18.75
3,2,2,2,1,42.62
3,2,10,2,1,66.55
3,2,4,2,1,18.22
2,2,3,6,2,17.82
2,2,8,6,2,19.46
2,2,0,6,2,20.67
2,2,9,6,2,19.64
2,2,5,6,2,29.53
2,2,6,6,2,19.42
2,2,7,6,2,19.15
2,2,1,6,2,25.27
2,2,2,6,2,20.14
2,2,10,6,2,20.68
2,2,4,6,2,19.96
2,2,3,5,2,18.86
2,2,8,5,2,16.12
2,2,0,5,2,16.64
2,2,9,5,2,16.07
2,2,5,5,2,17.97
2,2,6,5,2,17.61
2,2,7,5,2,17.31
2,2,1,5,2,18.42
2,2,2,5,2,16.92
2,2,10,5,2,23.26
2,2,4,5,2,19.22
2,2,3,0,2,16.72
2,2,8,0,2,18.91
2,2,0,0,2,16.35
2,2,9,0,2,15.9
2,2,5,0,2,36.68
2,2,6,0,2,24.07
2,2,7,0,2,16.43
2,2,1,0,2,22.38
2,2,2,0,2,4.66
2,2,10,0,2,20.82
2,2,4,0,2,16.06
2,2,3,3,2,15.83
2,2,8,3,2,15.34
2,2,0,3,2,15.09
2,2,9,3,2,15.73
2,2,5,3,2,13.61
2,2,6,3,2,15.62
2,2,7,3,2,15.39
2,2,1,3,2,19.06
2,2,2,3,2,14.07
2,2,10,3,2,19.52
2,2,4,3,2,12.23
2,2,3,1,2,16.0
2,2,8,1,2,16.23
2,2,0,1,2,12.4
2,2,9,1,2,14.32
2,2,5,1,2,15.59
2,2,6,1,2,16.37
2,2,7,1,2,13.25
2,2,1,1,2,16.0
2,2,2,1,2,15.8
2,2,10,1,2,20.3
2,2,4,1,2,12.48
2,2,3,4,2,17.17
2,2,8,4,2,19.75
2,2,0,4,2,12.94
2,2,9,4,2,14.18
2,2,5,4,2,15.69
2,2,6,4,2,22.51
2,2,7,4,2,15.14
2,2,1,4,2,15.44
2,2,2,4,2,14.17
2,2,10,4,2,22.45
2,2,4,4,2,16.66
2,2,3,2,2,14.14
2,2,8,2,2,15.19
2,2,0,2,2,16.49
2,2,9,2,2,16.02
2,2,5,2,2,15.25
2,2,6,2,2,13.53
2,2,7,2,2,14.34
2,2,1,2,2,16.43
2,2,2,2,2,15.27
2,2,10,2,2,19.2
2,2,4,2,2,15.2
2,2,3,6,0,27.16
2,2,8,6,0,47.7
2,2,0,6,0,43.3
2,2,9,6,0,44.4
2,2,5,6,0,34.11
2,2,6,6,0,46.43
2,2,7,6,0,27.58
2,2,1,6,0,33.31
2,2,2,6,0,23.65
2,2,10,6,0,30.58
2,2,4,6,0,26.06
2,2,3,5,0,21.26
2,2,8,5,0,42.44
2,2,0,5,0,30.95
2,2,9,5,0,27.31
2,2,5,5,0,34.82
2,2,6,5,0,56.37
2,2,7,5,0,27.03
2,2,1,5,0,31.18
2,2,2,5,0,23.4
2,2,10,5,0,35.49
2,2,4,5,0,17.31
2,2,3,0,0,22.12
2,2,8,0,0,34.49
2,2,0,0,0,36.44
2,2,9,0,0,32.77
2,2,5,0,0,35.01
2,2,6,0,0,41.14
2,2,7,0,0,23.89
2,2,1,0,0,32.22
2,2,2,0,0,23.11
2,2,10,0,0,25.78
2,2,4,0,0,16.57
2,2,3,3,0,26.44
2,2,8,3,0,42.52
2,2,0,3,0,27.31
2,2,9,3,0,23.96
2,2,5,3,0,37.34
2,2,6,3,0,49.39
2,2,7,3,0,22.85
2,2,1,3,0,29.91
2,2,2,3,0,24.26
2,2,10,3,0,31.15
2,2,4,3,0,16.49
2,2,3,1,0,26.61
2,2,8,1,0,47.17
2,2,0,1,0,41.97
2,2,9,1,0,30.56
2,2,5,1,0,37.91
2,2,6,1,0,60.3
2,2,7,1,0,30.31
2,2,1,1,0,35.31
2,2,2,1,0,29.03
2,2,10,1,0,34.84
2,2,4,1,0,20.98
2,2,3,4,0,29.1
2,2,8,4,0,53.77
2,2,0,4,0,42.75
2,2,9,4,0,38.71
2,2,5,4,0,35.42
2,2,6,4,0,60.07
2,2,7,4,0,32.04
2,2,1,4,0,41.06
2,2,2,4,0,28.83
2,2,10,4,0,39.87
2,2,4,4,0,23.33
2,2,3,2,0,23.75
2,2,8,2,0,55.89
2,2,0,2,0,44.98
2,2,9,2,0,43.32
2,2,5,2,0,40.65
2,2,6,2,0,58.2
2,2,7,2,0,30.76
2,2,1,2,0,37.84
2,2,2,2,0,31.51
2,2,10,2,0,38.71
2,2,4,2,0,22.2
2,2,3,6,3,16.21
2,2,8,6,3,20.23
2,2,0,6,3,19.9
2,2,9,6,3,16.86
2,2,5,6,3,19.22
2,2,6,6,3,18.83
2,2,7,6,3,18.66
2,2,1,6,3,27.32
2,2,2,6,3,19.78
2,2,10,6,3,29.42
2,2,4,6,3,17.91
2,2,3,5,3,19.09
2,2,8,5,3,16.59
2,2,0,5,3,13.82
2,2,9,5,3,16.67
2,2,5,5,3,20.61
2,2,6,5,3,15.85
2,2,7,5,3,14.7
2,2,1,5,3,22.4
2,2,2,5,3,16.51
2,2,10,5,3,19.72
2,2,4,5,3,17.54
2,2,3,0,3,18.87
2,2,8,0,3,15.17
2,2,0,0,3,12.52
2,2,9,0,3,14.04
2,2,5,0,3,14.41
2,2,6,0,3,14.16
2,2,7,0,3,8.89
2,2,1,0,3,15.64
2,2,2,0,3,5.87
2,2,10,0,3,18.03
2,2,4,0,3,11.82
2,2,3,3,3,14.85
2,2,8,3,3,15.24
2,2,0,3,3,13.75
2,2,9,3,3,13.5
2,2,5,3,3,15.93
2,2,6,3,3,14.94
2,2,7,3,3,13.89
2,2,1,3,3,15.49
2,2,2,3,3,15.15
2,2,10,3,3,19.36
2,2,4,3,3,14.81
2,2,3,1,3,15.33
2,2,8,1,3,15.57
2,2,0,1,3,14.34
2,2,9,1,3,16.56
2,2,5,1,3,14.67
2,2,6,1,3,13.1
2,2,7,1,3,14.39
2,2,1,1,3,16.3
2,2,2,1,3,15.63
2,2,10,1,3,17.46
2,2,4,1,3,15.43
2,2,3,4,3,13.46
2,2,8,4,3,15.1
2,2,0,4,3,13.14
